,unitid,inst_name,state_abbr,latitude,longitude,url_athletes,member_conf_baseball,member_ncaa,member_naia,member_njcaa,conf_number_baseball,est_fte,level_of_study,ftpt,income_level,average_grant,net_price,number_applied,number_admitted,number_enrolled_total,sex,reqt_test_scores,sat_crit_read_75_pctl,sat_math_75_pctl,Acceptance_Rate,CONFNO3,Conference_Name,School,...1,instnm,stabbr,city,zip,ugds,insturl,tuitionfee_in,tuitionfee_out,locale,adm_rate,sat_avg,admcon7,npt4_pub,npt4_priv,npt45_pub,npt45_priv,year.x,ID,team_name,Division,Common name...5,Nickname,City,State,Primary,...10,...11,team_id,division.x,year.y,wins,losses,ties,team_name.y.y,division.y,season,total_players,avg_p_height_in,avg_other_height_in,count_Fr,count_So,count_Jr,count_Sr,count_Other,top_state_1,top_state_2,top_state_3,top_state_1_count,top_state_2_count,top_state_3_count
380,177214,Drury University,MO,37.219681,-93.286192,https://drurypanthers.com/documents/2019/9/19/2018_19_Graduation_Report.pdf,Yes,Yes,No,No,145,1372,Undergraduate,Full-time,$110 ,20223,25330,1949,1275,320,Total,Considered,650,620,0.654181632,145,Great Lakes Valley Conference,Drury University,1688,Drury University,MO,Springfield,65802-3791,1367,www.drury.edu/,35235,35235,12,0.5887,1212,5,NA,21523,NA,25628,latest,1057,Drury,2,Drury University,Panthers,Springfield,MO,Great Lakes Valley Conference,NA,NA,596965,2,2025,33,23,0,Drury,2,2025,46,72.47058824,72.44827586,12,7,16,11,0,MO,KS,IL,30,4,3
381,177968,Lindenwood University,MO,38.785425,-90.501286,https://www.lindenwood.edu/about/consumer-information/student-right-to-know/,Yes,Yes,No,No,145,4014,Undergraduate,Full-time,$110 ,13690,19029,3355,2511,729,Total,Considered,610,600,0.748435171,145,Great Lakes Valley Conference,Lindenwood University,1708,Lindenwood University,MO,Saint Charles,63301-1695,4748,https://www.lindenwood.edu/,21100,21100,13,0.6586,1120,5,NA,18516,NA,20715,latest,30136,Lindenwood,1,Lindenwood,Lions and Lady Lions,Saint Charles,MO,Ohio Valley Conference,NA,NA,596695,1,2025,30,30,0,Lindenwood,1,2025,37,73.41176471,72.63157895,11,2,13,11,0,MO,IL,CA,16,6,3
382,178059,Maryville University of Saint Louis,MO,38.644774,-90.505998,https://www.maryville.edu/admissions/financial-aid/consumer-information/,Yes,Yes,No,No,145,4917,Undergraduate,Full-time,$110 ,18310,26516,3557,3256,834,Total,Considered,620,610,0.915378128,145,Great Lakes Valley Conference,Maryville University of Saint Louis,1712,Maryville University of Saint Louis,MO,Saint Louis,63141-7299,5988,https://www.maryville.edu/,27166,27166,21,0.9369,NA,3,NA,26047,NA,30216,latest,395,Maryville (MO),NA,NA,NA,NA,NA,NA,NA,NA,596904,2,2025,29,22,0,Maryville (MO),2,2025,43,72.95238095,71.9375,9,13,8,13,0,MO,IL,IN,21,12,4
383,178341,Missouri Southern State University,MO,37.095155,-94.461689,mssulions.com/documents/2019/6/5//Federal_Graduation_Rates.pdf?id=2104,Yes,Yes,No,No,148,3198,Undergraduate,Full-time,$110 ,4054,12918,1695,1642,578,Total,Required,560,610,0.968731563,148,Mid-America Intercollegiate Athletic Association,Missouri Southern State University,1718,Missouri Southern State University,MO,Joplin,64801-1595,3101,www.mssu.edu/,8400,16800,13,0.9744,1090,5,11653,NA,15196,NA,latest,9012,Mo. Southern St.,NA,NA,NA,NA,NA,NA,NA,NA,596776,2,2025,28,25,0,Mo. Southern St.,2,2025,44,72.94736842,72.5,3,9,9,21,2,MO,IL,IA,20,6,1
384,179566,Missouri State University-Springfield,MO,37.199258,-93.281281,web3.ncaa.org/aprsearch/gsrsearch,Yes,Yes,No,No,123,13261,Undergraduate,Full-time,$110 ,3737,19431,9726,9128,2562,Total,Required,600,600,0.93851532,123,Missouri Valley Conference,Missouri State University-Springfield,1749,Missouri State University-Springfield,MO,Springfield,65897,13407,www.missouristate.edu/,9024,17928,12,0.9105,1119,5,17502,NA,19887,NA,latest,669,Missouri St.,1,Missouri State,Bears[aj],Springfield,MO,Conference USA,NA,NA,596685,1,2025,30,25,0,Missouri St.,1,2025,30,73.35714286,73.25,11,6,8,5,0,MO,Canada,IL,11,6,3
385,178411,Missouri University of Science and Technology,MO,37.953426,-91.775583,NA,Yes,Yes,No,No,145,4992,Undergraduate,Full-time,$110 ,8062,16674,5533,4725,1188,Total,Considered,710,750,0.853967106,145,Great Lakes Valley Conference,Missouri University of Science and Technology,1723,Missouri University of Science and Technology,MO,Rolla,65409,5467,https://www.mst.edu/,14278,31678,33,0.7307,1287,5,13773,NA,16558,NA,latest,435,Missouri S&T,2,Missouri University of Science and Technology,Miners,Rolla,MO,Great Lakes Valley Conference,NA,NA,596912,2,2025,32,25,0,Missouri S&T,2,2025,39,73.66666667,71,10,10,6,12,1,NA,NA,NA,NA,NA,NA
386,178624,Northwest Missouri State University,MO,40.351692,-94.883339,https://www.nwmissouri.edu/facts/consumerinfo.htm,Yes,Yes,No,No,148,4645,Undergraduate,Full-time,$110 ,3480,17895,7039,6024,964,Total,Considered,560,573,0.855803381,148,Mid-America Intercollegiate Athletic Association,Northwest Missouri State University,1729,Northwest Missouri State University,MO,Maryville,64468-6001,4550,https://www.nwmissouri.edu/,10181,16623,33,0.8591,1090,5,14824,NA,19742,NA,latest,507,Northwest Mo. St.,2,Northwest Missouri State University,Bearcats,Maryville,MO,Mid-America Intercollegiate Athletics Association,NA,NA,596919,2,2025,27,25,0,Northwest Mo. St.,2,2025,42,72.75,71.85714286,12,5,12,12,1,MO,KS,NE,20,7,4
387,179043,Rockhurst University,MO,39.032318,-94.573003,https://www.rockhurst.edu/compliance/,Yes,Yes,No,No,145,2074,Undergraduate,Full-time,$110 ,28674,26065,3455,2303,403,Total,Considered,638,650,0.666570188,145,Great Lakes Valley Conference,Rockhurst University,1737,Rockhurst University,MO,Kansas City,64110-2561,1702,https://www.rockhurst.edu/,43420,43420,11,0.6905,1218,5,NA,23165,NA,27784,latest,1328,Rockhurst,2,Rockhurst University,Hawks,Kansas City,MO,Great Lakes Valley Conference,NA,NA,596745,2,2025,25,23,0,Rockhurst,2,2025,42,73.83333333,71.41666667,8,10,11,13,0,MO,KS,IL,23,6,5
388,179159,Saint Louis University,MO,38.636801,-90.2351,NA,Yes,Yes,No,No,103,7860,Undergraduate,Full-time,$110 ,34275,31352,15047,10540,1794,Total,Considered,710,720,0.700471855,103,Atlantic 10 Conference,Saint Louis University,1738,Saint Louis University,MO,Saint Louis,63103-2097,7324,www.slu.edu/,53244,53244,11,0.8147,1326,5,NA,27075,NA,33177,latest,609,Saint Louis,1,Saint Louis,Billikens,Saint Louis,MO,Atlantic 10 Conference,NA,NA,596664,1,2025,33,26,0,Saint Louis,1,2025,33,75.05555556,72.2,6,8,11,8,0,MO,IL,CA,10,8,4
389,179557,Southeast Missouri State University,MO,37.311107,-89.531187,https://semo.edu/consumerinfo/student-outcomes.html,Yes,Yes,No,No,126,7052,Undergraduate,Full-time,$110 ,3627,18793,7213,5720,1487,Total,Recommended,NA,NA,0.793012616,126,Ohio Valley Conference,Southeast Missouri State University,1748,Southeast Missouri State University,MO,Cape Girardeau,63701,6588,https://www.semo.edu/,9496,9496,13,0.785,1018,5,14532,NA,19562,NA,latest,654,Southeast Mo. St.,1,SEMO[N 8],Redhawks,Cape Girardeau,MO,Ohio Valley Conference,NA,NA,596718,1,2025,30,25,0,Southeast Mo. St.,1,2025,36,73.47368421,72.05882353,4,2,17,13,0,MO,CA,IL,10,9,3
390,179326,Southwest Baptist University,MO,37.602425,-93.407056,https://web3.ncaa.org/aprsearch/asrsearch,Yes,Yes,No,No,145,1637,Undergraduate,Full-time,$110 ,17249,19692,871,838,298,Total,Required,600,610,0.962112514,145,Great Lakes Valley Conference,Southwest Baptist University,1743,Southwest Baptist University,MO,Bolivar,65613-2596,1339,www.sbuniv.edu/,28320,28320,32,0.9972,1084,5,NA,21082,NA,21292,latest,2755,Southwest Baptist,2,Southwest Baptist University,Bearcats,Bolivar,MO,Great Lakes Valley Conference,NA,NA,596765,2,2025,15,35,0,Southwest Baptist,2,2025,44,74,71,4,9,17,14,0,CA,LA,MO,1,1,1
391,176965,University of Central Missouri,MO,38.759111,-93.737428,https://www.ucmo.edu/consumer-information/index.php,Yes,Yes,No,No,148,6348,Undergraduate,Full-time,$110 ,3519,17660,5103,3867,1158,Total,Recommended,NA,NA,0.757789536,148,Mid-America Intercollegiate Athletic Association,University of Central Missouri,1678,University of Central Missouri,MO,Warrensburg,64093,5653,https://www.ucmo.edu/,9739,18064,32,0.6861,1090,5,15336,NA,18752,NA,latest,130,Central Mo.,2,University of Central Missouri,Mules & Jennies,Warrensburg,MO,Mid-America Intercollegiate Athletics Association,NA,NA,596873,2,2025,48,14,0,Central Mo.,2,2025,46,73.66666667,73,13,8,12,13,0,KS,Canada,MN,2,1,1
392,178396,University of Missouri-Columbia,MO,38.94531,-92.328843,NA,Yes,Yes,No,No,130,22230,Undergraduate,Full-time,$110 ,3823,24594,19966,15283,4843,Total,Considered,680,670,0.765451267,130,Southeastern Conference,University of Missouri-Columbia,1721,University of Missouri-Columbia,MO,Columbia,65211,23118,https://missouri.edu/,14130,34338,12,0.7702,1247,5,19889,NA,24637,NA,latest,434,Missouri,1,Missouri,Tigers,Columbia,MO,Southeastern Conference,NA,NA,596608,1,2025,16,39,0,Missouri,1,2025,39,73.88888889,72.9047619,10,7,15,7,0,MO,GA,KS,13,4,3
393,178420,University of Missouri-St Louis,MO,38.710312,-90.311091,NA,Yes,Yes,No,No,145,6412,Undergraduate,Full-time,$110 ,5968,18192,3054,1729,296,Total,Considered,660,640,0.566142764,145,Great Lakes Valley Conference,University of Missouri-St Louis,1724,University of Missouri-St Louis,MO,Saint Louis,63121-4400,5108,https://www.umsl.edu/,13440,33432,21,0.5716,1147,5,12323,NA,18260,NA,latest,436,Mo.-St. Louis,2,University of Missouri-St. Louis,Tritons,St. Louis,MO,Great Lakes Valley Conference,NA,NA,596913,2,2025,29,24,0,Mo.-St. Louis,2,2025,43,73.68181818,71.33333333,6,8,12,17,0,MO,IL,CA,19,5,4
394,179867,Washington University in St Louis,MO,38.647929,-90.310604,NA,Yes,Yes,No,No,200,7757,Undergraduate,Full-time,$110 ,36117,45503,33634,4373,1980,Total,Considered,770,800,0.130017244,200,University Athletic Association,Washington University in St Louis,1753,Washington University in St Louis,MO,Saint Louis,63130-4899,7897,https://wustl.edu/,62982,62982,21,0.1196,1530,5,NA,22117,NA,42712,latest,755,WashU,3,Washington University in St. Louis,Bears,St. Louis,MO,University Athletic Association,NA,NA,597063,3,2025,26,17,0,WashU,3,2025,36,72.9375,72.61538462,0,10,7,13,6,NC,OH,TX,4,4,4
395,179894,Webster University,MO,38.588875,-90.345151,NA,Yes,Yes,No,No,195,2214,Undergraduate,Full-time,$110 ,17444,26704,2429,1444,360,Total,Considered,640,610,0.594483326,195,St. Louis Intercollegiate Athletic Conference,Webster University,1754,Webster University,MO,Saint Louis,63119-3194,2180,www.webster.edu/,30730,30730,21,0.5799,1145,5,NA,26196,NA,30453,latest,759,Webster,3,Webster University,Gorloks,St. Louis,MO,St. Louis Intercollegiate Athletic Conference,NA,NA,597064,3,2025,37,9,0,Webster,3,2025,44,72,71.5,6,9,12,17,0,FL,IL,NA,1,1,NA
396,179946,Westminster College,MO,38.849354,-91.955273,www.wcbluejays.com/landing/index,Yes,Yes,No,No,195,632,Undergraduate,Full-time,$110 ,18564,29922,1715,1658,214,Total,Considered,580,580,0.966763848,195,St. Louis Intercollegiate Athletic Conference,Westminster College,1755,Westminster College,MO,Fulton,65251-1299,592,www.wcmo.edu/,34188,34188,32,0.7758,1083,5,NA,26111,NA,29055,latest,1450,Westminster (MO),3,Westminster College,Blue Jays,Fulton,MO,St. Louis Intercollegiate Athletic Conference,NA,NA,597136,3,2025,19,22,0,Westminster (MO),3,2025,50,NA,75,20,14,11,3,2,NA,NA,NA,NA,NA,NA
397,179955,William Jewell College,MO,39.247844,-94.413126,https://www.jewell.edu/student-consumer-information,Yes,Yes,No,No,145,837,Undergraduate,Full-time,$110 ,8548,24922,1402,659,222,Total,Considered,650,620,0.470042796,145,Great Lakes Valley Conference,William Jewell College,1756,William Jewell College,MO,Liberty,64068-1896,868,https://www.jewell.edu/,19890,19890,21,0.3429,1114,5,NA,16602,NA,23742,latest,30120,William Jewell,2,William Jewell College,Cardinals,Liberty,MO,Great Lakes Valley Conference,NA,NA,596816,2,2025,22,28,0,William Jewell,2,2025,46,73,74.5,3,8,14,21,0,AZ,MO,NA,1,1,NA
398,175342,Alcorn State University,MS,31.877216,-91.142854,NA,Yes,Yes,No,No,133,2484,Undergraduate,Full-time,$110 ,9168,14894,4819,1875,402,Total,Required,538,535,0.389084872,133,Southwestern Athletic Conference,Alcorn State University,1632,Alcorn State University,MS,Alcorn State,39096-7500,2290,www.alcorn.edu/,8549,8549,43,0.2466,1039,1,14040,NA,12089,NA,latest,17,Alcorn,1,Alcorn State,Braves[j],Lorman[L 1],MS,Southwestern Athletic Conference,NA,NA,596483,1,2025,6,43,0,Alcorn,1,2025,36,71,71.3,5,10,12,9,0,MO,TX,GA,6,6,4
399,175421,Belhaven University,MS,32.318415,-90.169228,www.belhaven.edu/belhaven/student_right.htm,Yes,Yes,No,No,204,1767,Undergraduate,Full-time,$110 ,11835,25031,1787,1144,212,Total,Considered,660,600,0.640179071,204,American Southwest Conference,Belhaven University,1633,Belhaven University,MS,Jackson,39202,1370,https://www.belhaven.edu/,29195,29195,12,0.5325,1050,5,NA,22078,NA,25276,latest,30197,Belhaven,3,Belhaven University,Blazers,Jackson,MS,Collegiate Conference of the South,NA,NA,597339,3,2025,34,15,0,Belhaven,3,2025,50,74,72,15,7,18,10,0,LA,MS,AL,22,20,4
400,175616,Delta State University,MS,33.744745,-90.735365,www.deltastate.edu/PDFFiles/irp/heoa/2013-14-Student-Athlete-Graduation-Rates.pdf,Yes,Yes,No,No,146,1651,Undergraduate,Full-time,$110 ,4173,17333,901,899,264,Total,Required,600,590,0.997780244,146,Gulf South Conference,Delta State University,1638,Delta State University,MS,Cleveland,38733,1613,https://www.deltastate.edu/,8605,8605,33,0.9968,1091,1,13778,NA,17117,NA,latest,181,Delta St.,2,Delta State University,Statesmen & Lady Statesmen,Cleveland,MS,Gulf South Conference,NA,NA,596880,2,2025,33,20,0,Delta St.,2,2025,43,73.82352941,71.6,5,2,10,26,0,MS,LA,TN,26,6,4
401,175856,Jackson State University,MS,32.296105,-90.207405,NA,Yes,Yes,No,No,133,4216,Undergraduate,Full-time,$110 ,574,23546,7889,4900,793,Total,Considered,440,540,0.621118012,133,Southwestern Athletic Conference,Jackson State University,1646,Jackson State University,MS,Jackson,39217,4769,https://www.jsums.edu/,9090,10110,12,0.9103,974,5,20191,NA,23333,NA,latest,314,Jackson St.,1,Jackson State,Tigers[v],Jackson,MS,Southwestern Athletic Conference,NA,NA,596570,1,2025,30,21,0,Jackson St.,1,2025,32,71.55555556,72.16666667,4,7,11,10,0,GA,IL,AL,4,3,2
402,175980,Millsaps College,MS,32.322746,-90.179957,NA,Yes,Yes,No,No,368,736,Undergraduate,Full-time,$110 ,30602,29275,2220,1511,201,Total,Considered,699,655,0.680630631,368,Southern Athletic Association,Millsaps College,1649,Millsaps College,MS,Jackson,39210-0001,580,www.millsaps.edu/,43815,43815,12,0.4903,NA,5,NA,25291,NA,32686,latest,426,Millsaps,3,Millsaps College,Majors and Lady Majors,Jackson,MS,Southern Athletic Association,NA,NA,597336,3,2025,29,15,0,Millsaps,3,2025,56,NA,NA,19,6,16,15,0,NA,NA,NA,NA,NA,NA
403,176053,Mississippi College,MS,32.335515,-90.329821,www.mc.edu/about/institutional-data/quick-facts,Yes,Yes,No,No,146,2354,Undergraduate,Full-time,$110 ,14358,23331,2339,1146,435,Total,Considered,NA,NA,0.489952971,146,Gulf South Conference,Mississippi College,1654,Mississippi College,MS,Clinton,39058,2423,www.mc.edu/,21698,21698,21,0.4887,1120,5,NA,20911,NA,22565,latest,429,Mississippi Col.,2,Mississippi College,Choctaws,Clinton,MS,Gulf South Conference,NA,NA,596911,2,2025,35,23,0,Mississippi Col.,2,2025,36,73.22222222,71.77777778,3,3,15,15,0,MS,LA,AL,15,6,4
404,176080,Mississippi State University,MS,33.454852,-88.790139,https://eligibilitycenter.org/,Yes,Yes,No,No,130,17759,Undergraduate,Full-time,$110 ,5558,20795,17707,13478,3388,Total,Required,640,640,0.7611679,130,Southeastern Conference,Mississippi State University,1657,Mississippi State University,MS,Mississippi State,39762,18092,https://www.msstate.edu/,9815,26580,33,0.7632,1220,5,15501,NA,20463,NA,latest,430,Mississippi St.,1,Mississippi State,Bulldogs,Mississippi State,MS,Southeastern Conference,NA,NA,596605,1,2025,36,23,0,Mississippi St.,1,2025,42,75.0952381,72.76190476,10,9,14,9,0,MS,GA,TN,10,8,4
405,176044,Mississippi Valley State University,MS,33.514142,-90.341274,NA,Yes,Yes,No,No,133,1375,Undergraduate,Full-time,$110 ,0,21606,3155,2480,199,Total,Considered,NA,NA,0.786053883,133,Southwestern Athletic Conference,Mississippi Valley State University,1653,Mississippi Valley State University,MS,Itta Bena,38941-1400,1326,www.mvsu.edu/,7912,7912,42,0.5116,910,5,11812,NA,10335,NA,latest,432,Mississippi Val.,1,Mississippi Valley State,Delta Devils[ai],Itta Bena[L 10],MS,Southwestern Athletic Conference,NA,NA,596606,1,2025,12,29,0,Mississippi Val.,1,2025,30,73.5,71.57142857,8,6,10,6,0,MO,TX,GA,7,5,4
406,176017,University of Mississippi,MS,34.365529,-89.537434,www.olemiss.edu/info/disclosures/,Yes,Yes,No,No,130,16199,Undergraduate,Full-time,$110 ,6140,20648,19531,17512,3580,Total,Required,620,605,0.896625877,130,Southeastern Conference,University of Mississippi,1651,University of Mississippi,MS,University,38677-1848,18995,www.olemiss.edu/,9412,26980,33,0.9778,1187,5,13164,NA,20769,NA,latest,433,Ole Miss,1,Ole Miss,Rebels,University,MS,Southeastern Conference,NA,NA,596607,1,2025,43,21,0,Ole Miss,1,2025,40,74.77272727,72.94444444,12,7,11,10,0,MS,FL,GA,17,3,3
407,176372,University of Southern Mississippi,MS,31.32661,-89.331236,https://southernmiss.com/sports/2018/6/21/_compliance_reports_html.aspx,Yes,Yes,No,No,111,10125,Undergraduate,Full-time,$110 ,5862,18563,9314,8922,1587,Total,Required,NA,NA,0.957912819,111,Conference USA,University of Southern Mississippi,1664,University of Southern Mississippi,MS,Hattiesburg,39406-0001,9899,https://www.usm.edu/,9618,11618,13,0.9938,1120,1,14224,NA,19561,NA,latest,664,Southern Miss.,1,Southern Miss,Golden Eagles[u],Hattiesburg,MS,Sun Belt Conference,NA,NA,596719,1,2025,47,16,0,Southern Miss.,1,2025,39,73.61904762,73.38888889,13,9,9,8,0,MS,AL,LA,17,10,4
408,197869,Appalachian State University,NC,36.215536,-81.680583,appstatesports.com/documents/2021/2/22//GSR_FGR_02_22_2021.pdf?id=12626,Yes,Yes,No,No,134,18287,Undergraduate,Full-time,$110 ,602,20133,21120,17886,4099,Total,Considered,650,650,0.846875,134,Sun Belt Conference,Appalachian State University,2225,Appalachian State University,NC,Boone,28608,19304,https://www.appstate.edu/,7541,24537,32,0.8864,1187,5,16487,NA,21991,NA,latest,27,App State,1,NA,NA,NA,NC,NA,NA,NA,596484,1,2025,23,31,0,App State,1,2025,38,73.94736842,72,9,11,8,10,0,NC,FL,MI,17,9,3
409,197911,Barton College,NC,35.734376,-77.913867,https://bartonbulldogs.com/sports/2020/7/13/athletics-righttoknow-Right-To-Know.aspx,Yes,Yes,No,No,139,1069,Undergraduate,Full-time,$110 ,17721,29060,1955,1905,262,Total,Considered,560,590,0.974424552,139,Conference Carolinas,Barton College,2227,Barton College,NC,Wilson,27893-7000,1020,https://www.barton.edu/,35600,35600,31,0.9587,NA,5,NA,23665,NA,30183,latest,15646,Barton,2,Barton College,Bulldogs,Wilson,NC,Conference Carolinas,NA,NA,596792,2,2025,31,22,0,Barton,2,2025,41,74.04347826,71.82352941,9,7,14,10,1,NC,NJ,PA,19,7,4
410,197984,Belmont Abbey College,NC,35.260651,-81.041315,https://belmontabbeycollege.edu/academics/accreditation/ourmissionvisionaction/,Yes,Yes,No,No,139,1476,Undergraduate,Full-time,$110 ,7119,25305,1841,1821,428,Total,Considered,623,583,0.989136339,139,Conference Carolinas,Belmont Abbey College,2229,Belmont Abbey College,NC,Belmont,28012-1802,1454,www.belmontabbeycollege.edu/,19500,19500,22,0.9038,1082,5,NA,23613,NA,25375,latest,2683,Belmont Abbey,2,Belmont Abbey College,Crusaders,Belmont,NC,Conference Carolinas,NA,NA,596760,2,2025,41,17,0,Belmont Abbey,2,2025,53,73.61538462,73.73333333,5,9,16,23,0,WI,MD,MO,2,1,1
411,198066,Brevard College,NC,35.236763,-82.729494,https://my.brevard.edu/ICS/Consumer_Information/,Yes,Yes,No,No,171,747,Undergraduate,Full-time,$110 ,17376,27012,2232,998,217,Total,Recommended,NA,NA,0.447132616,171,USA South Athletic Conference,Brevard College,2233,Brevard College,NC,Brevard,28712,760,https://www.brevard.edu/,31250,31250,32,0.395,1064,5,NA,21376,NA,23961,latest,30094,Brevard,3,Brevard College,Tornados,Brevard,NC,USA South Athletic Conference,NA,NA,597352,3,2025,17,23,1,Brevard,3,2025,58,72.63636364,71.27777778,18,15,9,16,0,NC,GA,SC,28,10,9
412,198136,Campbell University,NC,35.409149,-78.738238,https://www.campbell.edu/consumer-information/,Yes,Yes,No,No,106,3133,Undergraduate,Full-time,$110 ,25481,31342,4142,3614,562,Total,Considered,630,600,0.87252535,106,Big South Conference,Campbell University,2237,Campbell University,NC,Buies Creek,27506,2790,https://www.campbell.edu/,40410,40410,31,0.9429,NA,3,NA,23991,NA,31975,latest,115,Campbell,1,Campbell,Fighting Camels,Buies Creek,NC,Coastal Athletic Association[FB 6],NA,NA,596516,1,2025,25,31,0,Campbell,1,2025,40,73.65,73.57894737,5,15,12,8,0,NC,IA,IL,18,3,3
413,198215,Catawba College,NC,35.691443,-80.482751,www.catawba.edu/files/5514/5340/9388/PublicDisclosure.pdf,Yes,Yes,No,No,160,1171,Undergraduate,Full-time,$110 ,20850,25723,2199,1234,264,Total,Considered,590,560,0.561164166,160,South Atlantic Conference,Catawba College,2240,Catawba College,NC,Salisbury,28144,1127,www.catawba.edu/,33400,33400,21,0.777,1136,5,NA,18210,NA,25348,latest,1001,Catawba,2,Catawba College,Indians,Salisbury,NC,South Atlantic Conference,NA,NA,596958,2,2025,46,14,0,Catawba,2,2025,36,72.6,70.85714286,8,10,9,9,0,NC,FL,SC,27,2,2
414,198303,Chowan University,NC,36.436258,-77.099141,gocuhawks.com/sports/2007/7/31/Compliance_NCAA.aspx?&tab=2,Yes,Yes,No,No,139,899,Undergraduate,Full-time,$110 ,14071,23839,1658,1314,209,Total,Considered,525,555,0.79252111,139,Conference Carolinas,Chowan University,2244,Chowan University,NC,Murfreesboro,27855,638,https://www.chowan.edu/,27110,27110,43,0.7237,970,5,NA,16189,NA,22454,latest,8875,Chowan,2,Chowan University,Hawks,Murfreesboro,NC,Conference Carolinas,NA,NA,596772,2,2025,6,32,0,Chowan,2,2025,51,75,67,8,9,17,17,0,CA,NC,TN,1,1,1
415,198385,Davidson College,NC,35.499767,-80.843979,https://davidsonwildcats.com/sports/2007/8/23/compliance.aspx,Yes,Yes,No,No,103,2089,Undergraduate,Full-time,$110 ,31705,41495,6434,1145,547,Total,Considered,NA,NA,0.177960833,103,Atlantic 10 Conference,Davidson College,2249,Davidson College,NC,Davidson,28035,1901,https://davidson.edu/,60300,60300,21,0.1448,1448,5,NA,18127,NA,40503,latest,173,Davidson,1,Davidson,Wildcats,Davidson,NC,Atlantic 10 Conference[FB 7],NA,NA,596531,1,2025,27,29,0,Davidson,1,2025,40,73.6875,72.79166667,12,13,8,7,0,NC,FL,VA,8,6,5
